,polarity,subjectivity
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt dl_magazine professor kamalkishorepant appointed new director indian institute technology iitroorkee president droupa ,0.136363636,0.454545455
,,
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
professor kamalkishorepant appointed new director indian institute technology iitroorkee president ,0.136363636,0.454545455
,,
rt pib_india office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt pib_india office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt ujjainsmartcity another visits community outreach program indian institute technology indore iitindore amp national ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
greetings eco warriors ieee banglore section soo happy bring bangalore humanitarian technology co ,0.8,1
,,
greetings eco warriors ieee banglore section soo happy bring bangalore humanitarian technology co ,0.8,1
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt dt_next indian institute technology madras iit madras researchers shown spike protein vaccines may effective ,0.6,0.8
,,
rt ians_india a team researchers indian institute technology iit madras shown spike protein vaccines may effe ,0,0
,,
rt dhfwka spike protein vaccines may effective multiple variants coronavirus sars cov 2 according study rese ,0.3,0.4
,,
rt dhfwka spike protein vaccines may effective multiple variants coronavirus sars cov 2 according study rese ,0.3,0.4
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
indian institute space science technology iist isro ,0,0
,,
rt alamdar1917 skill development chuntiwari machhal a first kind resource mapping skil ,0.425,0.616666667
,,
rt arivuchinna excited share i joined assistant professor department chemistry national institute techno ,0.375,0.75
,,
rt ians_india a team researchers indian institute technology iit madras shown spike protein vaccines may effe ,0,0
,,
rt knimbusindia iitroorkee we truly honored partner indian institute technology roorkee national seminar i ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
indian institute of technology jodhpur has issued an advertisement for the recruitment of non teaching staff posts ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
fire comic sense choti bachi ho kya yeh bdhiya tha guru moments probe iiitn th ,0.25,0.5
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
the presofpakistan the pakpmo officialdgispr we given chance compete indian institute te ,0,0
,,
rt pakistanengine2 the presofpakistan the pakpmo officialdgispr we given chance compete indian institute techn ,0,0
,,
indian institute of technology jodhpur has issued an advertisement for the recruitment of non teaching staff posts ,0,0
,,
the presofpakistan the pakpmo officialdgispr we given chance compete indian institute te ,0,0
,,
rt pib_india office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
another visits community outreach program indian institute technology indore iitindore amp nation ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt pib_india office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
as tribute stalwart indian engineering shri m visvesvaraya department information technology organised ,0,0
,,
prof singh head chemical engineering department indian institute technology kanpur w ,0,0
,,
rt pibchennai office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october ,0,0
,,
rt pib_india office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october 2022 ,0,0
,,
office principal scientific adviser celebrate swachhta saarthi samaroh 2022 30th september 1st october ,0,0
,,
rt dhfwka spike protein vaccines may effective multiple variants coronavirus sars cov 2 according study rese ,0.3,0.4
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
the image bank conceptualized partnership tata medical center kolkata indian institute ,-0.05,0.05
,,
among congress leaders jairam ramesh pleases people he seems first alumni indian institu ,0.25,0.333333333
,,
rt knimbusindia iitroorkee we truly honored partner indian institute technology roorkee national seminar i ,0,0
,,
rt dhfwka spike protein vaccines may effective multiple variants coronavirus sars cov 2 according study rese ,0.3,0.4
,,
spike protein vaccines may effective multiple variants coronavirus sars cov 2 according ,0.3,0.4
,,
rt reviewvayu naval group indian institute technology goa iit goa signed collaboration agreement the joint research ,0,0
,,
iitroorkee we truly honored partner indian institute technology roorkee national semina ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
naval group indian institute technology goa iit goa signed collaboration agreement the joint r ,0,0
,,
rt ram_bhaktha official blueprint indian institute information technology raichur iiit r karnataka corners raichur ,0,0
,,
study conducted researchers indian institute technology madras says spike protein vaccines may effecti ,0,0
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0,0
,,
31 national institutes technology nits 7 national institute pharmaceutical education research nipers 7 ,0,0
,,
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.136363636,0.454545455
,,
rt ians_india a team researchers indian institute technology iit madras shown spike protein vaccines may effe ,0,0
,,
fuck indian institute technology bombay india ,-0.4,0.6
,,
opcw indian institute chemical technology enhance analytical skills chemists developing countries ,0,0
,,
indian institute technology madras iit madras researchers shown spike protein vaccines may effect ,0,0
,,
rt fasagristudies seminar 6 around corner b satheesha phd scholar indian institute technology delhi presenting th ,0,0
,,
the regulations announced next week also stated ph d programs offered online distance ,0,0
,,
a national colloquium women science technology fostering innovation organised scienc ,0,0
